Stock Code,Name of Securities
01227,NATIONAL INV
01228,SUPERB SUMMIT
01229,NAN NAN RES
01230,YASHILI INT'L
01231,NEWTON RES
01232,GW TIANDI
01233,TIMES PPT
01234,CHINA LILANG
01235,TRAVEL EXPERT
01236,NATIONAL AGRI
01237,CH ENV TECH&BIO
01238,POWERLONG
01239,TEAMWAY INTL GP
01240,CNQC INT'L
01241,SHUANGHUA H
01243,WANG ON PPT
01245,NIRAKU
01246,BOILLHEALTHCARE
01247,MIKO INTL
01249,TONLY ELEC
01250,BE CLEAN ENERGY
01251,SPT ENERGY
01252,CHINA TIANRUI
01253,GREENLAND BROAD
01255,S. CULTURE
01257,CEB GREENTECH
01258,CHINFMINING
01259,CH CHILD CARE
01260,WONDERFUL SKY
01262,LABIXIAOXIN
01263,PC PARTNER
01265,TIANJINJINRAN
01266,XIWANG STEEL
01268,MEIDONG AUTO
01269,FIRST CAP GP
01270,LANGHAM-SS
01271,GRAND MING
01272,DATANG ENVIRO
01273,HK FINANCE GP
01277,KINETIC M&E
01278,CHINANEWTOWN
01280,HUIYIN SMARTCOM
01281,LT SMART ENERGY
01282,CHINA GOLDJOY
01285,JIASHILI GP
01288,ABC
01289,SUNLIT SCI
01290,CHINA HUIRONG
01292,CMA LOGISTICS
01293,GRAND BAOXIN
01296,GUODIAN TECH
01297,SINOSOFT TECH
01298,TECHCOMP
01299,AIA
01300,TRIGIANT
01301,D&G TECH
01302,LIFETECH SCI
01303,HUILI RES
01305,WAI CHI HOLD
01308,SITC
01310,HKBN
01312,TONGFANG KONTA
01313,CHINARES CEMENT
01314,TSUI WAH HLDG
01315,VISION FAME
01316,NEXTEER
01317,MAPLELEAF EDU
01318,GREENS HOLDINGS
01319,OIWAHPAWN
01321,CHINA NEWCITY
01322,CW GROUP HOLD
01323,NEWTREE GROUP
01326,PEGASUS ENT
01327,TIME2U
01328,INT'L ELITE
01329,CAPITAL GRAND
01330,DYNAGREEN ENV
01332,CHINA TOUYUN
01333,CHINA ZHONGWANG
01335,SHEEN TAI
01336,NCI
01337,RAZER
01338,BAWANG GROUP
01339,PICC GROUP
01340,HUISHENG INTL
01341,HAO TIAN INTL
01345,PIONEER PHARM
01347,HUA HONG SEMI
01348,QUALI-SMART
01349,FUDANZHANGJIANG
01353,NUOQI
01355,LEGEND STRAT
01357,MEITU
01358,PW MEDTECH
01359,CHINA CINDA
01360,MEGAEXPO HLDG
01361,361 DEGREES
01362,SIS MOBILE
01363,CTEG
01365,RUNDONG AUTO
01366,JIANGNAN GP
01367,SFUND INTL HLDG
01368,XTEP INT'L
01369,WUZHOU INT'L
01370,HENGSHIMINING
01371,CHINA LOTSYN
01372,BISU TECH
01373,IH RETAIL
01375,CC SECURITIES
01378,CHINAHONGQIAO
01380,CHI KINGSTONE
01381,CANVEST ENV
01382,PACIFICTEXTILES
01383,SUNCITY GROUP
01385,SHANGHAI FUDAN
01386,VESTATE GROUP
01387,RENHE COMM
01388,EMBRY HOLDINGS
01389,MAJOR HLDGS
01393,HIDILI INDUSTRY
01395,ELL ENV
01396,HYDOO INTL
01397,BAGUIO GREEN
01398,ICBC
01399,SCUD GROUP
01400,WANG TAI HLDG
01415,COWELL
01417,RIVERINE CHINA
01418,SINOMAX GROUP
01419,HUMAN HEALTH
01420,CHUAN HOLDING
01421,KINGBO STRIKE
01428,BRIGHT SMART
01430,SUCHUANG GAS
01431,YST DAIRY
01432,CHINA SHENGMU
01439,MOBILE INTERNET
01443,FULUM GP HLDG
01446,HUNGFOOKTONG
01447,SFK
01448,FU SHOU YUAN
01450,CENTURY SAGE
01452,DENOX ENV
01456,GUOLIAN SEC
01458,ZHOU HEI YA
01459,JUJIANG CONS
01460,ICO GROUP
01461,LUZHENG FUTURES
01462,GOLD-FIN HLDG
01466,AFFLUENTPARTNER
01468,UKF
01469,GET NICE FIN
01470,PROSPER ONE
01475,NISSIN FOODS
01476,HENGTOU SEC
01478,Q TECH
01480,YAN TAT GROUP
01483,U BANQUET GP
01486,C CHENG HLDGS
01488,BEST FOOD HLDG
01492,ZHONGDI DAIRY
01495,JIYIHOUSEHOLD
01496,AP RENTALS
01498,PURAPHARM
01499,LEAP HLDGS GP
01500,INCON
01508,CHINA RE
01509,HARMONICARE
01513,LIVZON PHARMA
01515,CRPHOENIXHEALTH
01518,NC HEALTHCARE
01520,CEFC FIN INV
01522,BII TRANS TECH
01523,PLOVER BAY TECH
01526,RICI HEALTH
01527,TENGY ENV
01528,RS MACALLINE
01530,3SBIO
01532,CHINA PARTYTIME
01533,ZHUANGYUAN PA
01536,YUK WING GP
01538,ZHONG AO HOME
01539,SYNERGY GROUP
01543,JOIN-SHARE
01546,THELLOY DEV
01547,IBI GROUP HLDGS
01548,GENSCRIPT BIO
01549,EVER HARVEST GP
01551,GRCB
01552,BHCC HOLDING
01555,MIE HOLDINGS
01556,CHINNEY KW
01557,K.H. GP HLDGS
01558,HEC PHARM
01559,KWAN ON HLDGS
01560,STAR PROPERTIES
01561,MANFIELD CHEM
01565,VIRSCEND EDU
01566,CHINA ANIMATION
01568,SUNDART HLDGS
01569,MINSHENG EDU
01570,WEIYE HOLDINGS
01571,XIN POINT HOLD
01572,CHINA ART FIN
01573,CH UNIENERGY
01575,MORRIS HOLD
01577,HUIXIN CREDIT
01578,BANK OF TIANJIN
01579,YIHAI INTL
01580,DA SEN HLDGS
01581,PROGRESSIVE P
01583,QINQIN FOODS
01585,YADEA
01586,CHINA LEON
01588,CHANJET
01589,CNLP
01591,SHUN WO GROUP
01596,YICHEN IND
01599,UCD
01600,TIAN LUN GAS
01606,CDB LEASING
01608,VPOWER GROUP
01609,CHONG KIN GP
01610,COFCO MEAT
01611,PANTRONICS HLDG
01612,VINCENT MED
01613,SYNERTONE
01616,STARRISE MEDIA
01617,NANFANG COMM
01618,MCC
01619,TIANHE CHEM
01622,REDCO PPT
01623,HILONG
01626,JIA YAO HLDGS
01627,ABLE ENG HLDGS
01628,YUZHOU PPT
01629,MENGKE HLDGS
01630,KIN SHING HLDGS
01631,REF HOLDINGS
01632,FOODWISE HLDG
01633,SHEUNG YUE GP
01635,DZUG
01636,CMRU
01637,SH GROUP HLDG
01638,KAISA GROUP
01639,AKM INDUSTRIAL
01647,SHIS LTD
01649,IMEEI
01651,TSUGAMI CHINA
01655,OKURA HOLDINGS
01656,ISDN HOLDINGS
01658,PSBC
01660,SANROC INT'L
01661,WISDOM SPORTS
01662,YEE HOP HLDGS
01663,S HARBOURHOLD
01666,TONG REN TANG
01667,MILESTONE BUILD
01668,CHINASOUTHCITY
01669,GIC GROUP
01673,HUAZHANG TECH
01676,C SHENGHAI FOOD
01678,CREATIVE GLOBAL
01679,RISECOMM GP
01680,MACAU LEGEND
01681,CONSUN PHARMA
01682,HIGHLIGHT IOT
01683,ROYAL CHINA INT
01685,BOER POWER
01689,HUAXIHOLDINGS
01693,BGMC
01695,S&P INTL HLDG
01696,SISRAM MED
01697,SDITC
01698,BOSHIWA INT'L
01699,PUTIAN FOOD
01700,SPRINGLAND
01702,DONGGUANG CHEM
01706,SHUANG YUN HLDG
01707,GEOTECH HLDGS
01708,SAMPLE TECH
01709,SEASON PACIFIC
01710,TRIO IND ELEC
01717,AUSNUTRIA
01718,WAN KEI GROUP
01720,PUTIAN COMM
01722,KIN PANG HLDGS
01727,HEBEI CONS
01728,ZHENGTONGAUTO
01733,E-COMMODITIES
01738,FS ANTHRACITE
01766,CRRC
01771,SUNFONDA GP
01776,GF SEC
01777,FANTASIA
01778,COLOUR LIFE
01786,CRCCE
01788,GUOTAI JUNAN I
01789,AK MEDICAL
01798,DATANG RENEW
01799,XINTE ENERGY
01800,CHINA COMM CONS
01803,BJ SPORTS & ENT
01808,ENTERPRISE DEV
01811,CGN NEW ENERGY
01812,CHENMING PAPER
01813,KWG PROPERTY
01816,CGN POWER
01818,ZHAOJIN MINING
01819,FUGUINIAO
01822,HONGDA FIN
01823,HUAYUEXPRESSWAY
01826,FDB HOLDINGS
01828,DCH HOLDINGS
01829,CMEC
01830,PERFECT SHAPE
01831,SHIFANG HLDG
01836,STELLA HOLDINGS
01838,CHINAPROPERTIES
01848,CALC
01856,ERNEST BOREL
01858,CHUNLI MEDICAL
01862,JINGRUI HLDGS
01863,CHI LONGEVITY
01866,CHINA XLX FERT
01868,NEO-NEON
01878,SOUTHGOBI-S
01882,HAITIAN INT'L
01883,CITIC TELECOM
01884,EPRINT GROUP
01885,CH WOOD OPT
01886,HUIYUAN JUICE
01888,KB LAMINATES
01889,SANAI HEALTH GP
01893,SINOMA
01898,CHINA COAL
01899,XINGDA INT'L
01900,CHINA ITS
01908,C&D INTL GROUP
01910,SAMSONITE
01913,PRADA
01918,SUNAC
01919,COSCO SHIP HOLD
01928,SANDS CHINA LTD
01929,CHOW TAI FOOK
01932,CPM GROUP
01938,CHU KONG PIPE
01958,BAIC MOTOR
01962,EVERGREEN PG
01963,BCQ
01966,CHINA SCE PPT
01970,IMAX CHINA
01972,SWIREPROPERTIES
01975,SUN HING PRINT
01979,TEN PAO GROUP
01980,TIANGE
01982,NAMESON HLDGS
01985,MICROWARE
01986,TSAKER CHEM
01988,MINSHENG BANK
01989,PINE CARE GP
01991,TA YANG GROUP
01993,ASIARAY
01997,WHARF REIC
01998,FLYKE INT'L
01999,MAN WAH HLDGS
02000,SIM TECH
02001,NEW HIGHER EDU
02002,SUNSHINE PAPER
02005,SSY GROUP
02006,JINJIANG HOTELS
02007,COUNTRY GARDEN
02008,PHOENIX TV
02009,BBMG
02010,REAL NUTRI
02011,KEE
02012,SUNSHINE OIL
02014,OZNER WATER
02016,CZBANK
02017,CHANHIGH
02018,AAC TECH
02020,ANTA SPORTS
02022,DIGIT HOLLYWOOD
02023,CHINA LUDAO
02028,JOLIMARK
02030,CABBEEN
02031,AUSUPREME
02033,TIME WATCH
02038,FIH
02039,CIMC
02066,SHENGJINGBANK
02068,CHALIECO
02078,PANASIALUM
02080,AUX INTL
02083,NATURE HOME
02086,HNA TECH INV
02088,XIWANG PROPERTY
02098,ZALL GROUP
02099,CHINAGOLDINTL
02100,BAIOO
02111,BEST PACIFIC
02112,CAA RESOURCES
02113,CHERISH HLDGS
02118,TIAN SHAN DEV
02120,KN HOSPITAL
02121,FIRST CHEM
02122,KIDSLAND INTL
02123,GOLDEN SHIELD
02128,CHINA LESSO
02133,CH POLYMETAL
02136,LIFESTYLE CHI
02138,UM HEALTHCARE
02166,SMART-CORE
02178,PETRO-KING
02183,SANSHENG HLDG
02186,LUYE PHARMA
02188,TITANS ENERGY
02193,MAN KING HOLD
02196,FOSUN PHARMA
02198,CHINA SANJIANG
02199,REGINA MIRACLE
02200,HOSA INT'L
02202,CHINA VANKE
02203,TOP DYNAMIC
02208,GOLDWIND
02211,UNI HEALTH
02212,FB MINING
02213,YI HUA HLDG
02218,ANDRE JUICE
02221,NEW CONCEPTS
02222,NVC LIGHTING
02223,CASABLANCA
02225,KAKIKO GROUP
02226,HONWORLD GP
02227,SOLIS HOLDINGS
02228,CECEP COSTIN
02229,CG DUNXIN
02232,CRYSTAL INTL
02233,WESTCHINACEMENT
02236,WISON ENGRG
02238,GAC GROUP
02239,SMIT
02255,HAICHANG HLDG
02266,LAI SI ENT
02268,YOUYUAN HLDGS
02269,WUXI BIO
02277,HUARONG INV
02278,HAILAN HLDGS
02280,HC INTL
02281,XINGLU WATER
02282,MGM CHINA
02283,TK GROUP HLDG
02286,CHEN XING
02288,RYKADAN CAPITAL
02289,CHARMACY PHAR
02293,BAMBOOSHEALTH
02298,COSMO LADY
02299,BILLION IND
02300,AMVIG HOLDINGS
02302,CNNC INT'L
02303,HENGXING GOLD
02307,KAM HING INT'L
02308,EVOC
02309,BIRMINGHAM SPTS
02310,FOREBASE INTL
02312,CH FIN LEASING
02313,SHENZHOU INTL
02314,LEE & MAN PAPER
02317,VEDAN INT'L
02318,PING AN
02319,MENGNIU DAIRY
02320,HOP FUNG GROUP
02322,NOBLE CENTURY
02323,CHINA HKBRIDGE
02324,CAPITAL VC
02326,NPE HOLDINGS
02327,MEILLEUREHEALTH
02328,PICC P&C
02329,GUORUI PPT
02330,CHINA UPTOWN
02331,LI NING
02333,GREATWALL MOTOR
02336,HAILIANG INTL
02337,UNITED STRENGTH
02338,WEICHAI POWER
02339,BWI INT'L
02340,SYNERGIS HOLD
02341,ECOGREEN
02342,COMBA
02343,PACIFIC BASIN
02345,SHANGHAI PRIME
02348,DAWNRAYS PHARMA
02349,CH CITY INFRA
02355,BAOYE GROUP
02356,DAHSING BANKING
02357,AVICHINA
02358,JIU RONG HOLD
02362,JINCHUAN INTL
02366,SMI CULTURE
02368,EAGLE NICE
02369,COOLPAD GROUP
02371,CL EDU FIN
02378,PRU
02379,ZHONGTIAN INT'L
02380,CHINA POWER
02382,SUNNY OPTICAL
02383,TOM GROUP
02386,SINOPEC SEG
02388,BOC HONG KONG
02389,BJ ENT M&H
02393,YESTAR HEALTH
02398,GOOD FRIEND
02399,FORDOO
02468,TRONY SOLAR
02488,LAUNCH TECH
02588,BOC AVIATION
02600,CHALCO
02601,CPIC
02607,SH PHARMA
02608,SUNSHINE 100
02611,GTJA
02623,ADD NEW ENERGY
02628,CHINA LIFE
02633,JACOBSON PHARMA
02638,HKELECTRIC-SS
02662,CAMSING INTL
02663,KPA-BM HLDGS
02666,UNI MEDICAL
02668,PAK TAK INT'L
02669,CHINA OVS PPT
02678,TEXHONG TEXTILE
02686,AAG ENERGY
02688,ENN ENERGY
02689,ND PAPER
02698,WEIQIAO TEXTILE
02699,XINMING CHINA
02700,GREEN INTL HLDG
02722,CHONGQING M&E
02727,SH ELECTRIC
02728,YUHUA ENERGY
02738,HUAJIN INTL
02768,JIAYUAN INTL
02777,R&F PROPERTIES
02788,YORKEY OPTICAL
02789,YUANDA CHINA
02799,CHINA HUARONG
02858,YIXIN
02863,GOLDEN FAITH GP
02866,COSCO SHIP DEV
02868,BJ CAPITAL LAND
02869,GREENTOWN SER
02877,SHINEWAY PHARM
02878,SOLOMON SYSTECH
02880,DALIAN PORT
02882,HKRH
02883,CHINA OILFIELD
02886,BINHAI INV
02888,STANCHART
02889,NRI HOLDINGS
02898,LONGRUN TEA
02899,ZIJIN MINING
02906,WAH YAN-OLD
02912,RM GROUP-OLD
02914,CHINA GAS-2000
02915,NEW SPORTS
03300,CHINA GLASS
03301,RONSHINECHINA
03303,JUTAL OIL SER
03306,JNBY
03308,GOLDEN EAGLE
03311,CHINA STATE CON
03313,ARTGO HOLDINGS
03315,GOLDPAC GROUP
03318,CHINA FLAVORS
03320,CHINARES PHARMA
03322,WIN HANVERKY
03323,CNBM
03326,PERFECT GROUP
03328,BANKCOMM
03329,BOCOM INTL
03330,LINGBAO GOLD
03331,VINDA INT'L
03332,SINOLIFE UTD
03333,EVERGRANDE
03335,DBA TELECOM
03336,JU TENG INTL
03337,ANTON OILFIELD
03339,LONKING
03344,ADDCHANCE
03355,ASMC
03358,BESTWAY GLOBAL
03360,FE HORIZON
03363,ZHENGYE INT'L
03366,OCT (ASIA)
03368,PARKSON GROUP
03369,QHD PORT
03377,SINO-OCEAN GP
03378,XIAMEN PORT
03380,LOGAN PPT
03382,TIANJINPORT DEV
03383,AGILE GROUP
03389,HENGDELI
03393,WASION GROUP
03395,PERSTA
03396,LEGENDHOLDING
03398,CHINA TING
03399,YUEYUN TRANS
03600,MODERN DENTAL
03606,FUYAO GLASS
03608,YONGSHENG MAT
03618,CQRC BANK
03623,C SUCCESS FIN
03626,HSSP INTL
03628,RENHENG ENT
03633,ZHONGYU GAS
03636,POLY CULTURE
03638,HUABANG FIN
03639,YIDA CHINA
03663,XIEZHONG INTL
03666,TANSH
03669,YONGDA AUTO
03678,HOLLY FUTURES
03683,GREAT HARVEST
03686,CLIFFORDML
03688,TOP SPRING
03689,KANGHUA HEALTH
03698,HUISHANG BANK
03708,YAT SING HLDG
03709,KORADIOR
03728,CHING LEE
03737,ZHONGZHIPHARM
03768,DCWT
03773,NNK
03777,C FIBER OPTIC
03778,CHINA WEAVING
03788,CHINA HANKING
03789,ROYAL DELUXE
03799,DALI FOODS
03800,GCL-POLY ENERGY
03808,SINOTRUK
03813,POU SHENG INT'L
03816,KFM KINGDOM
03818,CHINA DONGXIANG
03822,SAM WOO CONS
03823,TECH PRO
03828,MING FAI INT'L
03830,KIDDIELAND
03833,XINXIN MINING
03836,HARMONY AUTO
03838,CHINA STARCH
03839,CT ENTERPRISE
03848,WEALTHY WAY
03866,BQD
03869,HOSPITAL CORP
03878,VICON HOLDINGS
03882,SKYLIGHT HLDG
03883,CHINA AOYUAN
03886,TOWN HEALTH
03888,KINGSOFT
03889,GLOBAL SWEET
03893,CROSSTEC
03898,CRRC TIMES ELEC
03899,CIMC ENRIC
03900,GREENTOWN CHINA
03903,HANHUA FIN
03908,CICC
03918,NAGACORP
03919,GOLDENPOWER
03933,UNITED LAB
03939,WANGUO MINING
03948,YITAI COAL
03958,DFZQ
03963,RONGZHONG FIN
03966,CH BAOFENG INTL
03968,CM BANK
03969,CHINA CRSC
03983,CHINA BLUECHEM
03988,BANK OF CHINA
03989,CAPITAL ENV
03993,CMOC
03996,CH ENERGY ENG
03998,BOSIDENG
03999,DACHAN FOOD
04332,AMGEN-T
04333,CISCO-T
04335,INTEL-T
04336,APPL MATERIAL-T
04337,STARBUCKS-T
04338,MICROSOFT-T
04601,BOC 2014 PREF
04603,ICBC USDPREF1
04604,ICBC EURPREF1
04605,BOCOM 15USDPREF
04606,CCB 15USDPREF
04607,CINDA 16USDPREF
04608,HSBNK 16USDPREF
04609,CMBC 16USDPREF
04610,CZB 17USDPREF
04611,BQD 17USDPREF
04612,PSBC 17USDPREF
04613,ZZBNK 17USDPREF
04614,CMB 17USDPREF
04615,BOJZ 17USDPREF
04616,BCQ 17USDPREF
06030,CITIC SEC
06033,TELECOM DIGIT
06038,G & M HLDGS
06060,ZA ONLINE
06066,CSC
06068,WISDOM EDU INTL
06080,WING CHI HLDGS
06083,WORLD-LINK LOG
06088,FIT HON TENG
06090,CENTURION CORP
06099,CMSC
06108,NEW RAY MEDIC
06113,UTS MARKETING
06116,LA CHAPELLE
06118,AUSTAR
06122,JIUTAI RCB
06123,ON TIME LOG
06128,EARTHASIA
06133,VITAL MOBILE
06136,KANGDA ENV
06138,HARBIN BANK
06139,JINMAO HOTEL-SS
06161,TARGET INS
06163,GEMILANG INTL
06166,CHINA VAST
06168,CHINA U-TON
06169,YUHUA EDU
06178,EB SECURITIES
06183,CH GREENFRESH
06188,BJ DIGITAL
06189,ADWAY
06196,BANKOFZHENGZHOU
06198,QINGDAO PORT
06288,FAST RETAIL-DRS
06388,TPR-DRS-RS
06808,SUNART RETAIL
06816,PROSPER CONS
06818,CEB BANK
06822,KING'S FLAIR
06823,HKT-SS
06826,HAOHAI BIOTEC
06828,BG BLUE SKY
06830,HUAZHONG IN-V
06833,SINCO PHARMA
06836,TIANYUN INT'L
06837,HAITONG SEC
06838,WINOX
06839,YUNNAN WATER
06858,HONMAGOLF
06863,HUISHAN DAIRY
06865,FLAT GLASS
06866,ZUOLI M-FIN
06868,TENFU
06869,YOFC
06877,KVB KUNLUN FG
06878,DIFFER GROUP
06880,TEMPUS HOLD
06881,CGS
06882,EGL HOLDINGS
06885,JINMA ENERGY
06886,HTSC
06888,FREETECH
06889,DYNAM JAPAN
06893,HINSANG GROUP
06896,GOLDEN THROAT
06898,CHINA ALUMCAN
06899,OURGAME
08001,ORIENTSEC INT
08003,GREAT WORLD
08005,YUXING INFOTECH
08006,SINO SPLENDID
08007,GLOBALSTRAT
08008,SUNEVISION
08009,CHI ENGY HOLD
08011,POLYARD PETRO
08013,ECI TECH
08016,CHANGHONG JH
08018,FINSOFT FIN
08019,HAO WEN HLDGS
08020,UNITAS HOLD
08021,WLS HOLDINGS
08022,EVERSHINE GP
08023,KWONG MAN KEE
08025,ACR HOLDINGS
08026,PROSTEN HEALTH
08027,KPM HOLDING
08028,TIMELESS
08029,SUN INT'L
08030,FLYING FIN
08031,ETS GROUP
08032,VIVA CHINA
08033,VODATEL NETWORK
08035,JANCO HOLDINGS
08037,CH BIOTECH SER
08039,KNK HOLDINGS
08041,LUXEY INT'L
08045,NANDASOFT
08046,HENG XIN CHINA
08047,CHINAOCEAN FISH
08048,YU TAK INT'L
08049,JILIN CHANGLONG
08050,QUANTUM THINK
08051,CIRCUTECH
08052,LUK HING ENT
08053,PIZU GROUP
08055,CHI E-INFO TECH
08056,DINING CONCEPTS
08057,MADISON HLDG
08059,GLORY FLAME
08060,GLOBAL LINK
08062,EFT SOLUTIONS
08063,GLOBAL M HLDG
08065,KML TECH
08066,PHOENITRON HOLD
08067,OUC HOLDINGS
08069,WWPKG HOLDINGS
08070,KEEN OCEAN
08071,CH NETCOMTECH
08072,ROMA GROUP
08073,SINGYES NM
08075,MEDIA ASIA
08076,SING LEE
08078,HMV DIGIT CHINA
08079,EASY REPAY FIN
08080,NAS HOLDINGS
08081,IE CHINA
08082,SAGE INT'L GP
08083,INNOVATIONPAY
08085,HK LIFE SCI
08086,DX.COM HOLDINGS
08087,CHINA 33MEDIA
08088,AID PARTNERS
08089,CHINESE STRAT
08090,CHI ASSURANCE
08091,OOH HOLDINGS
08092,ITE HOLDINGS
08093,MILLION STARS
08095,BEIDA JADE BIRD
08098,CL GROUP
08100,GET HOLDINGS
08101,JIA MENG HLDG
08102,LI BAO GE GP
08103,TRILLION GRAND
08106,SHENGHUA LANDE
08108,GRAND PEACE
08109,KIRIN GROUP
08111,CT SOLARPOWER
08112,FOCUS MEDIA
08113,HI-LEVEL TECH
08115,SHANGHAI QINGPU
08116,C FORTUNE INV
08117,CHI P ENERGY
08118,BORTEX GLOBAL
08119,THIZ TECHNOLOGY
08120,CH DEMETER FIN
08121,GURU ONLINE
08123,SINOFORTUNE FIN
08125,ROYAL CEN RES
08126,G. A. HOLDINGS
08128,C G SOURCE ENGY
08129,CLOUD INV HOLD
08130,ZHI CHENG H
08131,ABC MULTIACTIVE
08132,CHINAOILGANGRAN
08133,JETE POWER
08135,ZMFY GLASS
08137,HONBRIDGE
08138,TONGRENTANGCM
08139,CHANGAN RH
08142,TAK LEE MACH
08143,HUA XIA HEALTH
08145,TSO
08147,MILLENNIUM PG
08148,AURUM PACIFIC
08149,ALTUS HLDGS
08150,SEAMLESS GREEN
08152,M&L HOLDINGS
08153,CODE AGRI
08155,SC ASSETS HLDGS
08156,CHINA VANGUARD
08157,XIANGXING INT
08158,CRMI
08159,GLORY MARK
08160,GOLDWAY EDU
08161,MEDINET GROUP
08162,LOCO HK
08163,MERDEKA FIN
08165,JIAN EPAYMENT
08166,CHINA ECO-FARM
08167,NEO TELEMEDIA
08169,ECO-TEK HLDGS
08170,KSL HOLDINGS
08171,CHINA TRENDS
08172,LAJIN ENT
08173,UNION ASIA ENT
08175,C DIGITAL CUL
08176,SUPERROBOTICS
08178,CHINA INFO TECH
08179,FOOD IDEA
08181,KONGSHUMUNION
08182,CHINA CANDY
08183,SPEED APPAREL
08186,IR RESOURCES
08187,EVERSMART INT
08188,GME GROUP
08189,TEDA BIOMEDICAL
08190,COMBEST HOLD
08191,HONG WEI ASIA
08192,GLOBAL ENERGY
08193,GC PRO SER
08195,L&A INTL HOLD
08196,GREAT WATER
08197,BAYTACARE PHARM
08198,LOTO INTERACT
08199,C WAN TONG YUAN
08200,SAU SAN TONG
08201,PPS INT'L
08202,INNO-TECH HOLD
08203,KAISUN ENERGY
08205,JIAODA WITHUB
08206,S ROBOT EDU
08207,CHONGSING HLDGS
08211,ZHEJIANG YONGAN
08212,CELEBRATE INT
08213,NEW WISDOM H
08215,FIRST CREDIT
08217,LUEN WONG GP
08218,ECHO INT HOLD
08220,BINGO GROUP
08221,PF GROUP
08222,E LIGHTING
08225,C HEALTH GP
08226,KOALA FIN GP
08227,HAITIANTIAN-1K
08228,NATIONAL ARTS
08229,FUTURE DATA
08230,CHINA YU TIAN
08231,PFC DEVICE
08232,CLASSIFIED GP
08233,CIG PORTS
08235,CCID CONSULTING
08236,POWERLEADER
08237,LINK HOLDINGS
08238,WINTO GROUP
08239,CAPITAL FIN
08240,GOAL FORWARD
08242,MEGALOGICTECH
08243,DAHE MEDIA
08245,ON REAL INT'L
08246,NORTH NEWENERGY
08247,BIOSINO BIO-TEC
08249,RUIYUAN IC TECH
08250,SILK RD ENERGY
08251,A.PLUS GROUP
08252,TAIHE M-FIN
08255,CHINA BINARY
08256,NETEL
08257,GENES TECH
08258,NW INDUSTRY
08260,YIN HE HLDGS
08261,HAITIAN ENERGY
08262,SUPER STRONG
08265,CHINA TRUSTFUL
08266,GOLD TAT GP
08267,LINEKONG
08268,DESON CONS
08269,WEALTH GLORY
08270,CHINA CBM
08271,GDC
08272,C FOOD&BEV GP
08273,ZJ PROSPECT
08275,BEAVER GROUP
08277,STEEDORIENTAL
08278,CMON
08279,AGTECH HOLDINGS
08280,CDV HOLDINGS
08281,CH GOLD CLASSIC
08282,GAMEONE
08283,ZHENG LI HLDG
08286,CCOE
08290,AHSAY BACKUP
08291,WAN CHENG METAL
08292,WORLDGATEGLOBAL
08293,SINGASIA HLDG
08295,ZZ CAP INTL
08296,SINO-LIFE GROUP
08297,BODIBRA
08299,GRAND T G GOLD
08300,ROYALCATERING
08301,MINGWAH HI TECH
08306,CH NONFERROUS
08307,MEDICSKIN
08308,GUDOU HLDGS
08309,MANSHING GLOBAL
08310,DAFENG PORT
08311,PERFECT OPT
08312,CHINA HANYA
08315,KING FORCE GP
08316,PAK WING GP
08317,FINET GROUP
08319,EXPERT SYS
08320,AEC GROUP
08321,TAI KAM HLDGS
08325,CHINA SMARTPAY
08326,TK NEW ENERGY
08328,XINYI HK
08329,NEP INTERLONG
08331,FS NONMETAL
08333,ASTRUM FIN
08337,DIRECTEL
08340,VINCO FINANCIAL
08341,AESO HOLDING
08342,VIXTEL TECH
08343,HONGGUANG LIGHT
08345,FIRE ROCK
08346,TEM HOLDINGS
08347,F8 ENT
08348,BINHAI TEDA
08349,MEIGU TECH
08351,LARRY JEWELRY
08352,SING ON HLDGS
08353,ANACLE
08355,I-CONTROL
08356,CNC HOLDINGS
08358,MIRICOR
08359,HYPEBEAST
08360,AL GROUP
08361,PARENTING NET
08362,WINNING TOWER
08363,SDM GROUP
08365,VBG INT'L
08366,ZJ UNITED INV
08368,CREATIVE CHINA
08369,LAP KEI ENGRG
08370,ZHI SHENG GP
08373,INDIGO STAR
08375,VERTICAL INT'L
08376,FINELANDSERVICE
08377,SHEN YOU HLDGS
08383,LINOCRAFT HLDGS
08385,PROSPEROUSPRINT
08392,SATU HOLDINGS
08400,ASIA PIONEER
08402,GT STEEL GROUP
08405,HANG CHI HLDG
08406,ALPHA ERA
08407,CISI FIN
08409,WINDMILL GP
08410,EDVANCE INTL
08411,K W NELSON GP
08412,BCI GROUP
08413,ASIA GROCERY
08415,LKS HOLDING
08416,HM INTL HLDGS
08417,DADI EDU
08419,AV PROMOTIONS
08420,NEXION TECH
08421,WINSON HLDGS HK
08423,CHI HO DEV
08425,HING MING HLDGS
08426,MODERN LIVING
08427,SK TARGET
08428,CBK HOLDINGS
08429,ICICLE GROUP
08430,C&N HOLDINGS
08431,HAO BAI INTL
08432,BAR PACIFIC
08436,TAKBO GROUP
08437,RMH HOLDINGS
08439,SOMERLEY CAP
08442,SG GROUP HLDGS
08445,NOBLE ENG GP
08446,ITP HOLDINGS
08452,FY FINANCIAL
08455,LAI GROUP
08457,GOAL RISE
08460,BASETROPHY GP
08462,OMNIBRIDGE HLDG
08463,TOMO HOLDINGS
08465,TRANSTECH
08469,SHENGYE CAPITAL
08470,LUMINA GROUP
08471,REACH NEW HLDGS
08472,LAPCO HOLDINGS
08476,OCEAN ONE HLDG
08480,FURNIWEB
